totalempreendimentos;DscClasseConsumo;MdaPotenciaInstaladaKW;SigUF
1;Comercial;25,20;TO
1;Comercial;252,00;DF
1;Comercial;252,00;PE
1;Comercial;252,00;SP
1;Comercial;25,21;RS
1;Comercial;25,23;RS
1;Comercial;25,25;PE
1;Comercial;25,27;RS
1;Comercial;25,29;RS
1;Comercial;2,53;RJ
1;Comercial;25,30;ES
1;Comercial;25,30;GO
5;Comercial;25,30;MG
1;Comercial;25,30;MS
2;Comercial;25,30;PR
1;Comercial;25,30;RJ
1;Comercial;25,30;RO
3;Comercial;25,30;RS
4;Comercial;25,30;SP
1;Comercial;253,00;MT
1;Comercial;25,31;BA
1;Comercial;25,35;RJ
1;Comercial;25,35;RS
1;Comercial;25,36;GO
1;Comercial;25,36;MG
1;Comercial;25,36;PR
1;Comercial;25,37;CE
1;Comercial;25,37;ES
1;Comercial;25,37;SP
1;Comercial;25,38;PA
1;Comercial;25,38;PB
1;Comercial;253,90;RS
1;Comercial;25,40;ES
1;Comercial;25,40;MG
1;Comercial;25,40;PR
1;Comercial;25,40;RS
1;Comercial;25,41;MA
1;Comercial;25,41;RS
1;Comercial;25,42;AM
1;Comercial;25,42;ES
1;Comercial;25,42;GO
1;Comercial;25,42;MT
2;Comercial;25,42;RS
1;Comercial;25,42;SC
1;Comercial;25,44;AC
1;Comercial;25,44;ES
3;Comercial;25,44;MG
1;Comercial;25,44;PA
1;Comercial;25,44;RN
1;Comercial;25,44;SP
1;Comercial;25,46;AC
1;Comercial;25,46;BA
1;Comercial;25,46;ES
1;Comercial;25,46;MT
1;Comercial;25,46;PE
1;Comercial;25,46;PI
1;Comercial;25,46;PR
1;Comercial;25,46;RJ
2;Comercial;25,46;RS
1;Comercial;25,46;SC
2;Comercial;25,46;SP
1;Comercial;25,48;AL
1;Comercial;25,48;BA
1;Comercial;25,48;CE
2;Comercial;25,48;PE
1;Comercial;25,48;PR
1;Comercial;25,48;RJ
2;Comercial;25,48;RS
1;Comercial;25,48;SP
2;Comercial;2,55;BA
6;Comercial;2,55;MG
1;Comercial;2,55;PB
1;Comercial;2,55;RN
2;Comercial;2,55;RS
7;Comercial;2,55;SP
1;Comercial;25,50;AC
1;Comercial;25,50;AP
4;Comercial;25,50;BA
1;Comercial;25,50;CE
1;Comercial;25,50;ES
3;Comercial;25,50;GO
30;Comercial;25,50;MG
2;Comercial;25,50;MS
3;Comercial;25,50;MT
1;Comercial;25,50;PA
1;Comercial;25,50;PB
3;Comercial;25,50;PI
8;Comercial;25,50;PR
2;Comercial;25,50;RJ
1;Comercial;25,50;RN
4;Comercial;25,50;RS
1;Comercial;25,50;SE
22;Comercial;25,50;SP
1;Comercial;25,50;TO
3;Comercial;255,00;MG
1;Comercial;255,00;MT
1;Comercial;255,00;RO
1;Comercial;25,51;BA
1;Comercial;25,51;MA
2;Comercial;25,52;BA
2;Comercial;25,52;PB
1;Comercial;25,52;RS
1;Comercial;25,52;SP
1;Comercial;25,53;GO
1;Comercial;25,53;MT
2;Comercial;25,53;PR
1;Comercial;25,53;SP
2;Comercial;25,55;PE
1;Comercial;25,55;RN
1;Comercial;25,55;RS
1;Comercial;25,56;MG
1;Comercial;25,56;PB
1;Comercial;25,56;RS
1;Comercial;25,56;SE
1;Comercial;25,57;SP
2;Comercial;2,56;BA
4;Comercial;2,56;MG
1;Comercial;2,56;PE
1;Comercial;2,56;PR
1;Comercial;2,56;RJ
2;Comercial;2,56;RS
1;Comercial;2,56;SP
1;Comercial;25,60;ES
4;Comercial;25,60;GO
4;Comercial;25,60;MG
1;Comercial;25,60;MS
4;Comercial;25,60;MT
3;Comercial;25,60;PA
1;Comercial;25,60;PB
1;Comercial;25,60;PE
1;Comercial;25,60;PR
3;Comercial;25,60;RJ
5;Comercial;25,60;RS
3;Comercial;25,60;SC
7;Comercial;25,60;SP
2;Comercial;256,00;GO
1;Comercial;25,61;SC
1;Comercial;25,61;SP
1;Comercial;25,62;BA
2;Comercial;25,62;ES
1;Comercial;25,62;PR
3;Comercial;25,62;RS
1;Comercial;25,62;SP
1;Comercial;25,65;PB
1;Comercial;25,65;RO
1;Comercial;256,50;MT
1;Comercial;25,68;ES
1;Comercial;25,68;PE
2;Comercial;25,68;RN
1;Comercial;25,68;RS
2;Comercial;25,68;SC
2;Comercial;25,68;SP
1;Comercial;25,70;GO
1;Comercial;25,70;PE
1;Comercial;25,70;SP
1;Comercial;25,73;AC
1;Comercial;25,74;BA
3;Comercial;25,74;CE
1;Comercial;25,74;GO
1;Comercial;25,74;MA
8;Comercial;25,74;MG
1;Comercial;25,74;PR
1;Comercial;25,74;RN
1;Comercial;25,74;RO
3;Comercial;25,74;RS
1;Comercial;25,74;SC
1;Comercial;25,74;SP
1;Comercial;25,75;PR
2;Comercial;25,76;MA
2;Comercial;25,76;MG
1;Comercial;25,76;MS
3;Comercial;25,76;PA
1;Comercial;25,78;PR
1;Comercial;2,58;MG
1;Comercial;2,58;RN
1;Comercial;2,58;SP
1;Comercial;25,80;CE
1;Comercial;25,80;ES
1;Comercial;25,80;PE
2;Comercial;25,80;RS
2;Comercial;25,80;SP
1;Comercial;258,00;MS
2;Comercial;25,81;PE
1;Comercial;25,81;PR
1;Comercial;25,81;RJ
1;Comercial;25,81;RR
2;Comercial;25,81;RS
1;Comercial;25,81;SP
1;Comercial;25,81;TO
1;Comercial;25,84;AP
1;Comercial;25,84;BA
1;Comercial;25,84;PB
2;Comercial;25,84;PR
1;Comercial;25,84;RO
1;Comercial;25,84;RR
7;Comercial;25,84;RS
1;Comercial;25,84;SP
2;Comercial;25,85;DF
1;Comercial;25,85;ES
1;Comercial;25,85;GO
1;Comercial;25,85;MG
1;Comercial;25,85;RJ
1;Comercial;25,85;RN
1;Comercial;258,62;CE
1;Comercial;25,87;SP
1;Comercial;25,88;BA
1;Comercial;2,59;BA
1;Comercial;2,59;MG
1;Comercial;25,90;PI
1;Comercial;25,90;TO
1;Comercial;25,92;BA
1;Comercial;25,92;MA
1;Comercial;25,92;MT
2;Comercial;25,92;PE
1;Comercial;25,92;PI
1;Comercial;25,92;PR
1;Comercial;25,92;RN
1;Comercial;25,92;RS
2;Comercial;25,92;SC
1;Comercial;25,92;SP
1;Comercial;25,92;TO
1;Comercial;25,93;BA
1;Comercial;25,94;PR
1;Comercial;25,95;CE
1;Comercial;25,96;ES
1;Comercial;25,96;RN
1;Comercial;25,96;SP
1;Comercial;25,97;ES
1;Comercial;25,97;SC
1;Comercial;259,91;RN
3;Comercial;,26;MG
2;Comercial;,26;SC
1;Comercial;,26;TO
9;Comercial;2,60;BA
2;Comercial;2,60;CE
1;Comercial;2,60;ES
1;Comercial;2,60;GO
9;Comercial;2,60;MG
2;Comercial;2,60;MT
1;Comercial;2,60;PA
1;Comercial;2,60;PB
4;Comercial;2,60;PE
6;Comercial;2,60;PR
1;Comercial;2,60;RJ
1;Comercial;2,60;RN
4;Comercial;2,60;RS
2;Comercial;2,60;SC
8;Comercial;2,60;SP
1;Comercial;2,60;TO
6;Comercial;26,00;AL
2;Comercial;26,00;AM
1;Comercial;26,00;AP
8;Comercial;26,00;BA
2;Comercial;26,00;CE
10;Comercial;26,00;ES
6;Comercial;26,00;GO
1;Comercial;26,00;MA
46;Comercial;26,00;MG
11;Comercial;26,00;MS
9;Comercial;26,00;MT
16;Comercial;26,00;PA
5;Comercial;26,00;PB
10;Comercial;26,00;PE
2;Comercial;26,00;PI
29;Comercial;26,00;PR
17;Comercial;26,00;RJ
5;Comercial;26,00;RN
8;Comercial;26,00;RO
20;Comercial;26,00;RS
2;Comercial;26,00;SC
5;Comercial;26,00;SE
53;Comercial;26,00;SP
1;Comercial;26,00;TO
1;Comercial;260,00;AP
1;Comercial;260,00;BA
1;Comercial;260,00;CE
1;Comercial;260,00;DF
1;Comercial;260,00;ES
1;Comercial;260,00;MA
1;Comercial;260,00;MG
3;Comercial;260,00;MS
2;Comercial;260,00;MT
1;Comercial;260,00;PA
1;Comercial;260,00;PE
3;Comercial;260,00;PR
1;Comercial;260,00;RJ
2;Comercial;260,00;RO
2;Comercial;260,00;RS
1;Comercial;260,00;SP
2;Comercial;26,02;PR
1;Comercial;26,04;MG
1;Comercial;26,04;MT
1;Comercial;26,04;PR
1;Comercial;26,07;MG
1;Comercial;26,07;PA
1;Comercial;26,07;PE
1;Comercial;26,07;RN
3;Comercial;26,07;RS
1;Comercial;26,07;SC
1;Comercial;26,08;BA
1;Comercial;26,10;MG
1;Comercial;26,10;PB
1;Comercial;26,10;RN
1;Comercial;26,10;RO
3;Comercial;26,10;RS
1;Comercial;26,10;SE
1;Comercial;26,10;SP
1;Comercial;26,12;SP
1;Comercial;26,13;BA
1;Comercial;26,13;GO
1;Comercial;26,13;MA
3;Comercial;26,13;MG
1;Comercial;26,13;MS
1;Comercial;26,13;RJ
1;Comercial;26,13;RS
3;Comercial;26,16;BA
1;Comercial;26,16;GO
1;Comercial;26,16;MS
1;Comercial;26,16;PA
1;Comercial;26,16;PE
2;Comercial;26,16;PI
1;Comercial;26,16;PR
2;Comercial;26,16;RN
1;Comercial;26,16;RO
3;Comercial;26,16;RS
4;Comercial;26,16;SP
1;Comercial;26,16;TO
1;Comercial;261,70;DF
1;Comercial;26,18;MT
1;Comercial;26,18;PR
1;Comercial;26,18;RJ
3;Comercial;26,18;RS
2;Comercial;26,18;SP
1;Comercial;26,19;PA
3;Comercial;2,62;MG
1;Comercial;2,62;PR
1;Comercial;2,62;SC
2;Comercial;26,20;CE
1;Comercial;26,20;ES
1;Comercial;262,00;GO
1;Comercial;26,21;RS
1;Comercial;26,22;MA
1;Comercial;26,22;MG
1;Comercial;26,22;PR
1;Comercial;26,22;RN
3;Comercial;26,22;RS
1;Comercial;26,22;SP
1;Comercial;26,24;AL
1;Comercial;26,24;ES
1;Comercial;26,24;PA
1;Comercial;26,24;PE
1;Comercial;26,24;RJ
4;Comercial;26,24;RS
1;Comercial;26,24;SE
1;Comercial;26,24;SP
1;Comercial;26,25;CE
1;Comercial;26,25;MG
1;Comercial;26,25;PB
1;Comercial;26,25;PR
2;Comercial;26,25;SP
1;Comercial;26,26;MA
1;Comercial;26,26;SP
1;Comercial;26,27;PI
1;Comercial;26,27;PR
1;Comercial;26,28;CE
1;Comercial;26,28;ES
1;Comercial;26,28;MG
1;Comercial;26,28;PA
2;Comercial;26,28;RS
1;Comercial;26,28;SP
1;Comercial;2,63;GO
1;Comercial;26,30;BA
1;Comercial;26,31;MG
1;Comercial;26,32;AM
1;Comercial;26,32;BA
1;Comercial;26,32;MG
1;Comercial;26,32;RS
1;Comercial;26,33;RS
1;Comercial;26,35;SP
1;Comercial;2,64;AC
1;Comercial;2,64;AM
6;Comercial;2,64;BA
3;Comercial;2,64;CE
2;Comercial;2,64;ES
6;Comercial;2,64;GO
18;Comercial;2,64;MG
1;Comercial;2,64;MS
1;Comercial;2,64;MT
2;Comercial;2,64;PE
1;Comercial;2,64;PI
11;Comercial;2,64;PR
2;Comercial;2,64;RJ
3;Comercial;2,64;RN
10;Comercial;2,64;RS
8;Comercial;2,64;SC
11;Comercial;2,64;SP
1;Comercial;2,64;TO
1;Comercial;26,40;AC
3;Comercial;26,40;AL
10;Comercial;26,40;AM
8;Comercial;26,40;BA
14;Comercial;26,40;CE
2;Comercial;26,40;DF
8;Comercial;26,40;ES
13;Comercial;26,40;GO
2;Comercial;26,40;MA
55;Comercial;26,40;MG
7;Comercial;26,40;MS
17;Comercial;26,40;MT
5;Comercial;26,40;PA
2;Comercial;26,40;PB
6;Comercial;26,40;PE
6;Comercial;26,40;PI
53;Comercial;26,40;PR
4;Comercial;26,40;RJ
8;Comercial;26,40;RN
2;Comercial;26,40;RO
49;Comercial;26,40;RS
7;Comercial;26,40;SC
1;Comercial;26,40;SE
33;Comercial;26,40;SP
4;Comercial;26,40;TO
1;Comercial;264,00;DF
1;Comercial;264,00;MG
1;Comercial;2640,00;PR
1;Comercial;26,45;MS
1;Comercial;26,46;ES
1;Comercial;26,46;GO
2;Comercial;26,46;MG
1;Comercial;26,46;RS
1;Comercial;26,48;SC
2;Comercial;2,65;BA
2;Comercial;2,65;MA
5;Comercial;2,65;MG
1;Comercial;2,65;PE
1;Comercial;2,65;PR
3;Comercial;2,65;RJ
2;Comercial;2,65;RS
3;Comercial;2,65;SC
5;Comercial;2,65;SP
2;Comercial;26,50;CE
1;Comercial;26,50;MA
4;Comercial;26,50;MG
2;Comercial;26,50;PR
1;Comercial;26,50;RJ
2;Comercial;26,50;RS
1;Comercial;26,50;SE
3;Comercial;26,50;SP
1;Comercial;26,50;TO
1;Comercial;265,00;AL
1;Comercial;265,00;GO
1;Comercial;265,00;MT
1;Comercial;265,00;SP
1;Comercial;26,51;CE
1;Comercial;26,52;DF
1;Comercial;26,52;ES
1;Comercial;26,52;GO
1;Comercial;26,52;MG
1;Comercial;26,52;MS
1;Comercial;26,52;MT
1;Comercial;26,52;PB
1;Comercial;26,52;PI
2;Comercial;26,52;PR
1;Comercial;26,52;RJ
2;Comercial;26,52;RN
2;Comercial;26,52;RS
2;Comercial;26,52;SC
6;Comercial;26,52;SP
1;Comercial;26,52;TO
1;Comercial;26,54;SC
2;Comercial;26,55;BA
2;Comercial;26,55;CE
1;Comercial;26,55;PB
1;Comercial;26,55;RS
1;Comercial;26,55;SP
1;Comercial;26,56;GO
1;Comercial;26,56;PE
1;Comercial;265,60;AM
1;Comercial;2,66;RS
1;Comercial;2,66;SC
1;Comercial;2,66;SP
1;Comercial;26,60;AM
2;Comercial;26,60;BA
2;Comercial;26,60;CE
1;Comercial;26,60;MG
2;Comercial;26,60;PE
1;Comercial;26,60;PI
4;Comercial;26,60;PR
1;Comercial;26,60;RN
2;Comercial;26,60;SP
1;Comercial;26,62;PR
1;Comercial;26,63;GO
1;Comercial;26,63;MS
1;Comercial;26,64;ES
2;Comercial;26,64;MG
1;Comercial;26,64;PE
2;Comercial;26,64;PR
1;Comercial;26,64;RJ
1;Comercial;26,64;RS
1;Comercial;26,64;SC
1;Comercial;26,64;SP
1;Comercial;26,64;TO
1;Comercial;26,65;PA
1;Comercial;26,65;PE
1;Comercial;26,65;RN
1;Comercial;26,65;SE
1;Comercial;26,65;SP
1;Comercial;26,66;AL
1;Comercial;26,67;AL
1;Comercial;26,67;MG
1;Comercial;26,68;ES
1;Comercial;26,68;GO
1;Comercial;26,68;MG
1;Comercial;26,68;SP
1;Comercial;2,67;AL
1;Comercial;2,67;CE
1;Comercial;2,67;GO
6;Comercial;2,67;MG
1;Comercial;2,67;PB
2;Comercial;2,67;PE
2;Comercial;2,67;PR
4;Comercial;2,67;RS
1;Comercial;2,67;SC
6;Comercial;2,67;SP
1;Comercial;26,70;AM
1;Comercial;26,70;BA
1;Comercial;26,70;ES
1;Comercial;26,70;GO
3;Comercial;26,70;MG
1;Comercial;26,70;PI
4;Comercial;26,70;PR
3;Comercial;26,70;RS
1;Comercial;26,70;SC
4;Comercial;26,70;SP
1;Comercial;26,71;PE
1;Comercial;26,71;RS
1;Comercial;26,72;RS
1;Comercial;26,73;MG
1;Comercial;26,73;PI
6;Comercial;26,73;RS
1;Comercial;26,73;SC
1;Comercial;26,73;SP
1;Comercial;26,75;MG
1;Comercial;26,75;PE
1;Comercial;26,77;RJ
1;Comercial;26,78;MT
2;Comercial;2,68;AL
17;Comercial;2,68;BA
2;Comercial;2,68;CE
1;Comercial;2,68;DF
3;Comercial;2,68;ES
4;Comercial;2,68;GO
34;Comercial;2,68;MG
5;Comercial;2,68;MS
4;Comercial;2,68;MT
2;Comercial;2,68;PA
3;Comercial;2,68;PB
5;Comercial;2,68;PE
4;Comercial;2,68;PI
9;Comercial;2,68;PR
1;Comercial;2,68;RJ
1;Comercial;2,68;RN
13;Comercial;2,68;RS
3;Comercial;2,68;SC
1;Comercial;2,68;SE
11;Comercial;2,68;SP
1;Comercial;26,80;AL
2;Comercial;26,80;BA
2;Comercial;26,80;CE
1;Comercial;26,80;GO
1;Comercial;26,80;MA
8;Comercial;26,80;MG
1;Comercial;26,80;MT
1;Comercial;26,80;PA
2;Comercial;26,80;PB
2;Comercial;26,80;PE
2;Comercial;26,80;PI
2;Comercial;26,80;PR
1;Comercial;26,80;RJ
10;Comercial;26,80;RS
3;Comercial;26,80;SC
1;Comercial;26,80;SE
5;Comercial;26,80;SP
1;Comercial;268,00;RJ
1;Comercial;268,24;AL
1;Comercial;268,30;MT
1;Comercial;26,84;PE
1;Comercial;26,84;RJ
1;Comercial;26,86;AL
1;Comercial;26,86;MS
1;Comercial;26,86;PI
1;Comercial;26,86;RN
1;Comercial;26,86;RS
1;Comercial;26,86;SC
1;Comercial;26,86;SP
2;Comercial;26,88;MG
1;Comercial;26,88;MS
1;Comercial;26,88;MT
1;Comercial;26,88;PE
1;Comercial;26,91;CE
1;Comercial;26,91;ES
1;Comercial;26,91;RS
1;Comercial;26,91;SP
1;Comercial;26,95;MG
1;Comercial;26,95;PR
3;Comercial;26,95;RJ
1;Comercial;26,95;SE
2;Comercial;26,95;SP
1;Comercial;26,97;BA
1;Comercial;26,97;CE
2;Comercial;26,98;MG
1;Comercial;26,98;RN
1;Comercial;26,98;RS
1;Comercial;26,98;SP
1;Comercial;,27;BA
1;Comercial;,27;MA
4;Comercial;,27;MG
1;Comercial;,27;SC
17;Comercial;2,70;BA
3;Comercial;2,70;ES
10;Comercial;2,70;GO
20;Comercial;2,70;MG
4;Comercial;2,70;MS
3;Comercial;2,70;PB
6;Comercial;2,70;PE
3;Comercial;2,70;PI
12;Comercial;2,70;PR
2;Comercial;2,70;RJ
4;Comercial;2,70;RN
21;Comercial;2,70;RS
7;Comercial;2,70;SC
1;Comercial;2,70;SE
20;Comercial;2,70;SP
2;Comercial;27,00;AC
36;Comercial;27,00;AL
10;Comercial;27,00;AM
141;Comercial;27,00;BA
31;Comercial;27,00;CE
13;Comercial;27,00;DF
21;Comercial;27,00;ES
85;Comercial;27,00;GO
32;Comercial;27,00;MA
284;Comercial;27,00;MG
45;Comercial;27,00;MS
93;Comercial;27,00;MT
36;Comercial;27,00;PA
41;Comercial;27,00;PB
43;Comercial;27,00;PE
34;Comercial;27,00;PI
187;Comercial;27,00;PR
51;Comercial;27,00;RJ
40;Comercial;27,00;RN
17;Comercial;27,00;RO
2;Comercial;27,00;RR
223;Comercial;27,00;RS
63;Comercial;27,00;SC
35;Comercial;27,00;SE
244;Comercial;27,00;SP
56;Comercial;27,00;TO
1;Comercial;270,00;AC
1;Comercial;270,00;CE
1;Comercial;270,00;MA
1;Comercial;270,00;MG
1;Comercial;270,00;MS
3;Comercial;270,00;MT
3;Comercial;270,00;PR
4;Comercial;270,00;RJ
1;Comercial;270,00;RO
3;Comercial;270,00;RS
1;Comercial;270,00;SE
1;Comercial;2700,00;SP
1;Comercial;27,01;GO
1;Comercial;27,01;MG
2;Comercial;27,01;RS
1;Comercial;27,01;SC
1;Comercial;27,03;ES
1;Comercial;27,03;MA
2;Comercial;27,03;MG
1;Comercial;27,03;RN
1;Comercial;27,03;SP
2;Comercial;27,05;MT
1;Comercial;27,05;RJ
2;Comercial;27,05;RS
1;Comercial;27,05;SP
2;Comercial;27,06;BA
1;Comercial;27,06;CE
1;Comercial;27,06;MG
1;Comercial;27,06;MT
3;Comercial;27,06;PE
1;Comercial;27,06;PR
2;Comercial;27,06;RN
2;Comercial;27,06;RS
2;Comercial;27,06;SC
3;Comercial;27,06;SP
1;Comercial;27,07;SP
1;Comercial;2,71;SP
1;Comercial;27,12;SP
1;Comercial;27,13;AM
1;Comercial;27,13;SP
1;Comercial;27,14;BA
1;Comercial;27,14;CE
1;Comercial;27,14;RJ
1;Comercial;27,14;RN
1;Comercial;27,14;RO
1;Comercial;27,14;SC
1;Comercial;27,14;SP
2;Comercial;27,15;PE
1;Comercial;27,15;RS
2;Comercial;271,62;MT
1;Comercial;2,72;AL
12;Comercial;2,72;BA
4;Comercial;2,72;CE
6;Comercial;2,72;GO
16;Comercial;2,72;MG
1;Comercial;2,72;MS
1;Comercial;2,72;PB
1;Comercial;2,72;PE
2;Comercial;2,72;PI
8;Comercial;2,72;PR
2;Comercial;2,72;RJ
16;Comercial;2,72;RS
2;Comercial;2,72;SC
11;Comercial;2,72;SP
1;Comercial;27,20;AC
1;Comercial;27,20;BA
2;Comercial;27,20;GO
4;Comercial;27,20;MG
1;Comercial;27,20;MS
7;Comercial;27,20;MT
1;Comercial;27,20;PA
3;Comercial;27,20;PB
4;Comercial;27,20;PE
1;Comercial;27,20;PI
4;Comercial;27,20;PR
11;Comercial;27,20;RS
3;Comercial;27,20;SC
5;Comercial;27,20;SP
1;Comercial;272,00;SP
1;Comercial;27,25;CE
1;Comercial;27,25;ES
3;Comercial;27,25;GO
1;Comercial;27,25;MA
1;Comercial;27,25;MT
1;Comercial;27,25;PA
1;Comercial;27,25;PB
1;Comercial;27,25;PI
2;Comercial;27,25;PR
2;Comercial;27,25;RN
1;Comercial;27,25;RS
1;Comercial;27,25;SC
1;Comercial;27,25;SE
2;Comercial;27,25;SP
1;Comercial;27,25;TO
1;Comercial;27,26;AC
1;Comercial;27,26;DF
1;Comercial;27,26;MG
1;Comercial;27,26;PA
1;Comercial;27,26;RJ
1;Comercial;27,27;BA
1;Comercial;27,27;PA
1;Comercial;27,28;GO
1;Comercial;27,28;SC
2;Comercial;27,28;SP
1;Comercial;27,29;RS
4;Comercial;2,73;BA
2;Comercial;2,73;CE
6;Comercial;2,73;GO
1;Comercial;2,73;MA
4;Comercial;2,73;MG
1;Comercial;2,73;MS
1;Comercial;2,73;PB
3;Comercial;2,73;PE
1;Comercial;2,73;PI
1;Comercial;2,73;PR
2;Comercial;2,73;RN
3;Comercial;2,73;RS
5;Comercial;2,73;SP
6;Comercial;27,30;BA
2;Comercial;27,30;CE
1;Comercial;27,30;DF
1;Comercial;27,30;ES
2;Comercial;27,30;GO
2;Comercial;27,30;MA
3;Comercial;27,30;MT
1;Comercial;27,30;PA
1;Comercial;27,30;PI
1;Comercial;27,30;PR
1;Comercial;27,30;RJ
1;Comercial;27,30;RN
4;Comercial;27,30;RS
3;Comercial;27,30;SP
1;Comercial;27,34;MA
1;Comercial;27,34;PI
1;Comercial;27,36;CE
1;Comercial;27,36;PE
1;Comercial;27,36;PI
1;Comercial;27,36;RN
2;Comercial;27,36;RS
1;Comercial;27,37;MG
1;Comercial;27,37;RS
1;Comercial;27,37;SP
1;Comercial;27,38;SC
1;Comercial;27,39;CE
1;Comercial;27,39;MG
1;Comercial;27,39;RJ
1;Comercial;27,39;RS
2;Comercial;27,39;SP
1;Comercial;27,40;GO
1;Comercial;27,44;BA
1;Comercial;27,44;MA
1;Comercial;27,45;PE
1;Comercial;27,45;RN
1;Comercial;27,47;MA
1;Comercial;27,47;MG
2;Comercial;27,47;MT
2;Comercial;27,47;RS
2;Comercial;2,75;AL
18;Comercial;2,75;BA
1;Comercial;2,75;CE
4;Comercial;2,75;ES
6;Comercial;2,75;GO
2;Comercial;2,75;MA
17;Comercial;2,75;MG
3;Comercial;2,75;MS
2;Comercial;2,75;MT
1;Comercial;2,75;PB
5;Comercial;2,75;PE
1;Comercial;2,75;PI
9;Comercial;2,75;PR
3;Comercial;2,75;RJ
7;Comercial;2,75;RN
17;Comercial;2,75;RS
27;Comercial;2,75;SP
1;Comercial;2,75;TO
2;Comercial;27,50;AC
11;Comercial;27,50;BA
2;Comercial;27,50;CE
1;Comercial;27,50;DF
3;Comercial;27,50;ES
8;Comercial;27,50;GO
2;Comercial;27,50;MA
11;Comercial;27,50;MG
11;Comercial;27,50;MS
28;Comercial;27,50;MT
5;Comercial;27,50;PA
1;Comercial;27,50;PB
2;Comercial;27,50;PE
2;Comercial;27,50;PI
24;Comercial;27,50;PR
6;Comercial;27,50;RJ
5;Comercial;27,50;RN
3;Comercial;27,50;RO
22;Comercial;27,50;RS
3;Comercial;27,50;SC
11;Comercial;27,50;SE
24;Comercial;27,50;SP
3;Comercial;27,50;TO
3;Comercial;275,00;CE
1;Comercial;275,00;ES
1;Comercial;275,00;MA
2;Comercial;275,00;MG
1;Comercial;275,00;PR
1;Comercial;275,00;RJ
1;Comercial;275,00;RS
1;Comercial;27,52;ES
1;Comercial;27,53;PI
1;Comercial;27,54;AC
1;Comercial;27,54;AL
3;Comercial;27,54;BA
3;Comercial;27,54;MG
1;Comercial;27,54;MT
1;Comercial;27,54;PA
1;Comercial;27,54;PB
1;Comercial;27,54;PI
4;Comercial;27,54;RS
1;Comercial;27,54;SC
1;Comercial;27,54;SP
1;Comercial;27,56;BA
1;Comercial;27,56;CE
1;Comercial;27,56;MG
2;Comercial;27,56;SP
1;Comercial;27,58;AM
1;Comercial;27,59;MG
1;Comercial;27,59;PB
1;Comercial;2,76;AL
11;Comercial;2,76;BA
1;Comercial;2,76;CE
1;Comercial;2,76;ES
6;Comercial;2,76;GO
18;Comercial;2,76;MG
2;Comercial;2,76;MS
2;Comercial;2,76;PE
3;Comercial;2,76;PI
9;Comercial;2,76;PR
2;Comercial;2,76;RJ
6;Comercial;2,76;RN
10;Comercial;2,76;RS
1;Comercial;2,76;SC
19;Comercial;2,76;SP
2;Comercial;27,60;AC
4;Comercial;27,60;AL
1;Comercial;27,60;AM
45;Comercial;27,60;BA
18;Comercial;27,60;CE
5;Comercial;27,60;DF
10;Comercial;27,60;ES
43;Comercial;27,60;GO
6;Comercial;27,60;MA
65;Comercial;27,60;MG
12;Comercial;27,60;MS
10;Comercial;27,60;MT
4;Comercial;27,60;PA
19;Comercial;27,60;PB
38;Comercial;27,60;PE
8;Comercial;27,60;PI
43;Comercial;27,60;PR
13;Comercial;27,60;RJ
20;Comercial;27,60;RN
2;Comercial;27,60;RO
69;Comercial;27,60;RS
22;Comercial;27,60;SC
4;Comercial;27,60;SE
59;Comercial;27,60;SP
11;Comercial;27,60;TO
3;Comercial;276,00;CE
1;Comercial;276,00;ES
1;Comercial;276,00;GO
1;Comercial;276,00;MG
2;Comercial;276,00;MS
1;Comercial;276,00;MT
1;Comercial;276,00;PR
2;Comercial;27,63;SE
1;Comercial;27,65;GO
2;Comercial;2,77;MG
2;Comercial;2,77;SP
1;Comercial;27,70;AL
1;Comercial;27,70;MA
2;Comercial;27,70;MG
1;Comercial;27,70;PR
1;Comercial;27,70;RJ
1;Comercial;27,70;SP
1;Comercial;277,00;RS
2;Comercial;27,72;BA
2;Comercial;27,72;MG
2;Comercial;27,72;MT
2;Comercial;27,72;PB
1;Comercial;27,72;RN
9;Comercial;27,72;RS
1;Comercial;27,72;SC
1;Comercial;27,72;SE
2;Comercial;27,72;SP
1;Comercial;27,74;DF
1;Comercial;27,74;RO
1;Comercial;27,74;SP
1;Comercial;27,75;AM
4;Comercial;27,75;GO
1;Comercial;27,75;MG
1;Comercial;27,75;PE
1;Comercial;27,75;PR
1;Comercial;27,75;RS
4;Comercial;27,75;SP
1;Comercial;27,76;PE
1;Comercial;27,79;SP
1;Comercial;2,78;AL
3;Comercial;2,78;BA
2;Comercial;2,78;GO
1;Comercial;2,78;MT
2;Comercial;2,78;PR
1;Comercial;2,78;RS
3;Comercial;2,78;SP
1;Comercial;27,80;BA
2;Comercial;27,80;MG
1;Comercial;27,80;SP
1;Comercial;278,00;PR
1;Comercial;27,82;GO
1;Comercial;27,82;SP
1;Comercial;27,83;RN
2;Comercial;27,84;RS
1;Comercial;27,88;AL
1;Comercial;27,88;MG
2;Comercial;27,88;MT
1;Comercial;27,88;PA
1;Comercial;27,88;RN
6;Comercial;27,88;RS
1;Comercial;27,88;SC
1;Comercial;27,88;SE
1;Comercial;27,88;SP
1;Comercial;2,79;AL
2;Comercial;2,79;MG
1;Comercial;2,79;PR
1;Comercial;2,79;RN
2;Comercial;2,79;RS
1;Comercial;2,79;SP
1;Comercial;27,90;BA
