totalempreendimentos;DscClasseConsumo;MdaPotenciaInstaladaKW;SigUF
3;Industrial;50,40;RS
1;Industrial;50,40;SC
1;Industrial;50,40;SP
1;Industrial;5,05;PR
1;Industrial;5,05;RJ
1;Industrial;5,06;BA
1;Industrial;5,06;CE
1;Industrial;5,06;ES
1;Industrial;5,06;MT
2;Industrial;5,06;PR
1;Industrial;50,60;PR
2;Industrial;50,60;RS
1;Industrial;50,65;MS
1;Industrial;50,69;RS
1;Industrial;50,70;AL
1;Industrial;50,70;RS
1;Industrial;50,76;PA
1;Industrial;50,76;SP
1;Industrial;50,80;RS
1;Industrial;50,92;MG
1;Industrial;5,10;MG
2;Industrial;5,10;MT
5;Industrial;5,10;PR
1;Industrial;5,10;RJ
1;Industrial;51,00;GO
1;Industrial;51,00;MG
1;Industrial;51,00;MS
1;Industrial;51,00;MT
1;Industrial;51,00;PB
4;Industrial;51,00;PR
2;Industrial;51,00;RS
2;Industrial;51,00;SC
1;Industrial;51,00;SP
1;Industrial;51,04;SP
1;Industrial;51,06;SC
1;Industrial;51,06;SP
1;Industrial;5,11;CE
1;Industrial;51,10;RS
1;Industrial;51,10;SC
1;Industrial;51,12;AM
1;Industrial;51,26;SC
1;Industrial;5,13;PR
1;Industrial;51,30;MG
1;Industrial;513,00;CE
1;Industrial;51,33;RS
1;Industrial;51,47;RS
1;Industrial;51,48;RS
1;Industrial;51,59;SC
1;Industrial;51,62;RS
1;Industrial;51,70;PR
1;Industrial;51,70;RS
1;Industrial;51,75;SP
1;Industrial;51,78;MA
1;Industrial;5,18;PR
1;Industrial;5,18;SP
1;Industrial;51,84;MG
1;Industrial;51,84;MT
1;Industrial;51,85;CE
1;Industrial;51,85;MT
1;Industrial;51,85;RS
1;Industrial;51,85;SC
1;Industrial;51,92;CE
1;Industrial;51,93;RS
1;Industrial;51,94;MT
1;Industrial;5,20;MT
1;Industrial;5,20;PE
2;Industrial;5,20;PR
1;Industrial;5,20;RS
1;Industrial;52,00;MG
2;Industrial;52,00;MS
4;Industrial;52,00;MT
1;Industrial;52,00;PI
1;Industrial;52,00;PR
3;Industrial;52,00;RS
2;Industrial;52,00;SC
1;Industrial;52,00;SP
1;Industrial;52,00;TO
1;Industrial;520,00;PI
1;Industrial;52,02;MA
1;Industrial;52,05;SP
1;Industrial;52,17;MG
2;Industrial;52,26;MG
1;Industrial;52,26;MT
1;Industrial;52,32;PR
1;Industrial;5,25;MS
1;Industrial;5,25;SC
1;Industrial;52,50;CE
1;Industrial;52,50;ES
1;Industrial;52,50;MG
1;Industrial;52,50;PR
1;Industrial;52,50;RS
1;Industrial;52,50;SC
1;Industrial;525,00;PB
1;Industrial;525,00;SP
1;Industrial;52,55;MS
1;Industrial;52,56;ES
1;Industrial;52,56;SP
1;Industrial;52,60;SP
1;Industrial;52,65;BA
1;Industrial;52,65;RS
1;Industrial;5,27;RS
1;Industrial;52,78;SC
1;Industrial;5,28;MG
2;Industrial;5,28;MT
1;Industrial;5,28;RS
2;Industrial;5,28;SC
1;Industrial;5,28;SP
2;Industrial;52,80;AL
4;Industrial;52,80;MG
1;Industrial;52,80;MT
1;Industrial;52,80;PI
1;Industrial;52,80;RJ
1;Industrial;52,80;RS
3;Industrial;52,80;SC
1;Industrial;52,80;SP
1;Industrial;528,00;BA
1;Industrial;52,92;SC
1;Industrial;52,93;RS
1;Industrial;52,97;SP
1;Industrial;,53;MT
3;Industrial;5,30;ES
2;Industrial;5,30;MG
1;Industrial;5,30;MS
1;Industrial;5,30;MT
2;Industrial;5,30;PR
1;Industrial;5,30;RJ
1;Industrial;5,30;RS
1;Industrial;5,30;SP
1;Industrial;53,00;CE
1;Industrial;53,00;DF
2;Industrial;53,00;MG
1;Industrial;53,00;PA
1;Industrial;53,00;PR
1;Industrial;53,00;RJ
1;Industrial;53,00;RN
2;Industrial;53,00;RS
1;Industrial;53,00;SP
1;Industrial;53,04;PR
1;Industrial;53,13;RS
1;Industrial;53,13;SC
1;Industrial;53,20;PR
1;Industrial;53,20;SC
1;Industrial;53,25;RS
1;Industrial;53,28;MG
1;Industrial;53,28;SP
2;Industrial;53,36;RS
1;Industrial;53,37;RN
1;Industrial;5,34;MG
1;Industrial;5,34;MS
1;Industrial;5,34;MT
4;Industrial;5,34;PR
1;Industrial;5,34;RS
1;Industrial;53,40;PR
1;Industrial;53,40;SP
1;Industrial;53,46;RJ
1;Industrial;5,35;BA
1;Industrial;5,35;PR
1;Industrial;5,35;SC
1;Industrial;53,50;PR
1;Industrial;53,50;SP
1;Industrial;53,58;SE
1;Industrial;5,36;ES
1;Industrial;5,36;MT
1;Industrial;5,36;RS
1;Industrial;5,36;SP
2;Industrial;53,60;MG
1;Industrial;53,60;PB
1;Industrial;53,60;PR
1;Industrial;53,60;SP
1;Industrial;53,64;PI
1;Industrial;53,64;SE
1;Industrial;53,68;MT
1;Industrial;53,82;RS
1;Industrial;53,82;SP
1;Industrial;53,90;GO
1;Industrial;53,90;SP
1;Industrial;53,96;RS
1;Industrial;5,40;BA
8;Industrial;5,40;ES
4;Industrial;5,40;MG
7;Industrial;5,40;MT
1;Industrial;5,40;PB
10;Industrial;5,40;PR
5;Industrial;5,40;SP
1;Industrial;54,00;AL
9;Industrial;54,00;BA
2;Industrial;54,00;CE
2;Industrial;54,00;ES
2;Industrial;54,00;GO
13;Industrial;54,00;MG
2;Industrial;54,00;MS
6;Industrial;54,00;MT
4;Industrial;54,00;PB
3;Industrial;54,00;PE
2;Industrial;54,00;PI
18;Industrial;54,00;PR
24;Industrial;54,00;RS
6;Industrial;54,00;SC
1;Industrial;54,00;SE
32;Industrial;54,00;SP
1;Industrial;540,00;PA
1;Industrial;540,00;PE
1;Industrial;540,00;RS
1;Industrial;54,02;SP
1;Industrial;54,06;RS
1;Industrial;54,06;SP
1;Industrial;54,12;SC
1;Industrial;54,27;MS
1;Industrial;54,27;SP
1;Industrial;54,37;RS
1;Industrial;5,44;GO
1;Industrial;5,44;PR
1;Industrial;5,44;SC
1;Industrial;5,44;SP
1;Industrial;54,40;ES
1;Industrial;54,40;SP
1;Industrial;54,45;RS
1;Industrial;5,45;AL
2;Industrial;5,45;ES
1;Industrial;5,45;MG
1;Industrial;5,45;MS
1;Industrial;5,45;MT
3;Industrial;5,45;PR
1;Industrial;5,45;SC
1;Industrial;5,45;SP
1;Industrial;54,50;AL
1;Industrial;54,50;PE
1;Industrial;54,52;PR
1;Industrial;5,46;PA
1;Industrial;5,46;PR
1;Industrial;54,60;PA
1;Industrial;54,60;PE
1;Industrial;54,67;RS
1;Industrial;54,72;PB
1;Industrial;54,74;MT
2;Industrial;54,78;SP
1;Industrial;54,94;MT
1;Industrial;54,95;MG
1;Industrial;,55;AM
2;Industrial;,55;PR
1;Industrial;,55;RJ
2;Industrial;,55;SP
3;Industrial;5,50;BA
3;Industrial;5,50;ES
1;Industrial;5,50;GO
2;Industrial;5,50;MG
2;Industrial;5,50;MS
3;Industrial;5,50;MT
1;Industrial;5,50;PI
19;Industrial;5,50;PR
1;Industrial;5,50;RJ
5;Industrial;5,50;RS
9;Industrial;5,50;SP
1;Industrial;55,00;CE
1;Industrial;55,00;ES
1;Industrial;55,00;GO
7;Industrial;55,00;MG
3;Industrial;55,00;MT
1;Industrial;55,00;PB
6;Industrial;55,00;PR
2;Industrial;55,00;RJ
8;Industrial;55,00;RS
2;Industrial;55,00;SC
15;Industrial;55,00;SP
1;Industrial;550,00;ES
1;Industrial;550,00;MG
2;Industrial;550,00;MT
1;Industrial;550,00;SP
1;Industrial;55,03;MG
1;Industrial;55,08;ES
2;Industrial;55,08;MG
1;Industrial;55,08;PE
1;Industrial;55,08;PR
1;Industrial;55,11;RN
1;Industrial;55,12;RS
1;Industrial;5,52;ES
1;Industrial;5,52;MG
1;Industrial;5,52;MS
3;Industrial;5,52;MT
6;Industrial;5,52;PR
1;Industrial;55,20;CE
1;Industrial;55,20;ES
1;Industrial;55,20;GO
5;Industrial;55,20;MG
1;Industrial;55,20;MS
1;Industrial;55,20;PB
1;Industrial;55,20;PR
9;Industrial;55,20;RS
2;Industrial;55,20;SP
1;Industrial;55,24;MS
2;Industrial;55,28;RS
1;Industrial;55,30;RJ
1;Industrial;55,30;SP
1;Industrial;55,31;MS
1;Industrial;55,35;SP
1;Industrial;55,42;PR
1;Industrial;55,42;SC
1;Industrial;55,44;SP
1;Industrial;5,55;MT
1;Industrial;5,55;PR
1;Industrial;5,55;SP
1;Industrial;55,50;PR
1;Industrial;55,50;RS
1;Industrial;55,55;SP
1;Industrial;55,59;PR
1;Industrial;55,60;MG
1;Industrial;5,58;PB
2;Industrial;55,80;ES
1;Industrial;55,80;SP
1;Industrial;55,89;MA
2;Industrial;55,89;SP
1;Industrial;55,90;MG
1;Industrial;55,90;SP
1;Industrial;,56;SC
1;Industrial;5,60;MS
2;Industrial;5,60;MT
1;Industrial;5,60;PR
1;Industrial;5,60;RJ
4;Industrial;5,60;RS
4;Industrial;5,60;SC
4;Industrial;56,00;MG
1;Industrial;56,00;MS
1;Industrial;56,00;PA
2;Industrial;56,00;PR
3;Industrial;56,00;RS
2;Industrial;56,00;SC
2;Industrial;56,00;SP
1;Industrial;56,05;PR
1;Industrial;56,07;MG
1;Industrial;56,09;CE
1;Industrial;56,09;RS
1;Industrial;5,61;MG
1;Industrial;5,61;SP
1;Industrial;56,10;SP
1;Industrial;56,12;RN
1;Industrial;56,12;RS
1;Industrial;56,16;MG
1;Industrial;56,25;RS
1;Industrial;56,28;SP
1;Industrial;56,32;TO
1;Industrial;5,64;PR
1;Industrial;5,64;SP
1;Industrial;56,49;RS
1;Industrial;5,65;MT
1;Industrial;5,66;MS
1;Industrial;5,66;MT
2;Industrial;5,66;SC
1;Industrial;56,60;ES
1;Industrial;56,68;PR
1;Industrial;5,67;MG
1;Industrial;5,67;PR
1;Industrial;5,67;RJ
1;Industrial;56,80;MG
1;Industrial;56,80;SC
1;Industrial;56,95;CE
1;Industrial;56,95;MG
1;Industrial;56,96;RS
1;Industrial;5,70;MG
1;Industrial;5,70;PR
1;Industrial;5,70;SP
1;Industrial;57,00;AL
2;Industrial;57,00;ES
1;Industrial;57,00;GO
3;Industrial;57,00;MG
1;Industrial;57,00;RS
3;Industrial;57,00;SP
1;Industrial;57,10;MS
1;Industrial;57,12;BA
1;Industrial;57,12;PR
1;Industrial;57,12;SC
1;Industrial;57,16;PR
1;Industrial;57,20;MG
1;Industrial;57,20;MT
3;Industrial;57,20;PR
1;Industrial;57,20;RO
1;Industrial;57,20;RS
1;Industrial;57,22;RS
1;Industrial;57,24;MA
1;Industrial;57,24;SE
1;Industrial;57,24;SP
1;Industrial;57,29;MS
1;Industrial;57,40;SP
1;Industrial;57,41;MA
1;Industrial;57,41;RS
1;Industrial;57,50;MA
1;Industrial;57,50;MS
1;Industrial;57,50;SP
1;Industrial;575,00;PA
1;Industrial;57,51;SP
1;Industrial;5,76;MG
1;Industrial;5,76;MT
1;Industrial;5,76;SC
1;Industrial;57,60;MG
2;Industrial;57,60;MT
1;Industrial;57,60;RS
2;Industrial;57,60;SP
1;Industrial;57,75;PR
1;Industrial;57,75;RS
1;Industrial;57,78;SC
1;Industrial;5,78;MT
1;Industrial;5,78;RS
1;Industrial;5,78;SP
1;Industrial;57,80;SC
1;Industrial;578,00;RS
1;Industrial;57,82;ES
1;Industrial;57,85;SC
2;Industrial;57,85;SP
1;Industrial;57,86;PA
1;Industrial;57,96;RN
1;Industrial;57,96;RS
1;Industrial;57,96;SC
1;Industrial;57,96;SP
1;Industrial;58,00;BA
1;Industrial;58,00;MS
1;Industrial;58,00;RS
2;Industrial;58,00;SC
2;Industrial;58,00;SP
1;Industrial;58,08;PR
1;Industrial;5,81;RS
2;Industrial;5,83;ES
1;Industrial;5,83;MS
1;Industrial;5,83;RS
1;Industrial;58,30;RS
1;Industrial;58,32;MG
1;Industrial;58,32;RS
1;Industrial;5,84;RS
1;Industrial;58,40;SC
1;Industrial;58,40;SP
1;Industrial;58,48;MG
1;Industrial;58,48;MT
2;Industrial;5,85;MT
4;Industrial;5,85;PR
1;Industrial;5,85;RS
2;Industrial;5,85;SP
1;Industrial;58,50;BA
1;Industrial;58,50;GO
1;Industrial;58,50;PR
1;Industrial;58,50;RS
1;Industrial;58,50;SP
1;Industrial;58,58;SC
1;Industrial;58,70;MT
1;Industrial;58,70;RS
1;Industrial;58,74;RS
1;Industrial;5,88;MG
1;Industrial;58,88;PA
1;Industrial;58,88;RS
1;Industrial;58,88;SP
1;Industrial;5,89;MS
1;Industrial;58,90;MS
1;Industrial;58,95;MA
1;Industrial;58,95;SP
1;Industrial;58,98;MS
1;Industrial;58,99;SC
1;Industrial;5,90;ES
2;Industrial;5,90;PR
1;Industrial;59,00;BA
1;Industrial;59,00;RJ
1;Industrial;59,00;RS
2;Industrial;59,00;SP
1;Industrial;59,04;SP
1;Industrial;5,91;ES
1;Industrial;5,91;MS
1;Industrial;59,10;RJ
1;Industrial;59,15;ES
2;Industrial;59,16;MT
2;Industrial;59,16;RS
1;Industrial;59,16;SP
1;Industrial;5,92;MT
1;Industrial;5,92;PB
1;Industrial;59,20;BA
1;Industrial;59,28;RS
1;Industrial;59,28;SC
1;Industrial;5,93;SP
1;Industrial;59,34;ES
1;Industrial;59,36;MT
1;Industrial;59,36;RO
1;Industrial;59,36;RS
2;Industrial;5,94;MG
2;Industrial;5,94;MT
1;Industrial;5,94;PA
1;Industrial;5,94;PB
2;Industrial;5,94;PR
2;Industrial;5,94;RS
3;Industrial;5,94;SC
2;Industrial;5,94;SP
1;Industrial;59,40;BA
1;Industrial;59,40;CE
4;Industrial;59,40;MG
1;Industrial;59,40;MS
1;Industrial;59,40;MT
1;Industrial;59,40;PB
1;Industrial;59,40;PE
1;Industrial;59,40;RN
1;Industrial;59,40;RS
1;Industrial;59,40;SP
1;Industrial;59,44;MS
1;Industrial;5,95;MS
1;Industrial;59,50;RS
1;Industrial;59,50;SP
1;Industrial;59,60;CE
1;Industrial;59,60;RS
1;Industrial;59,63;ES
1;Industrial;59,63;MG
1;Industrial;59,63;SC
1;Industrial;59,67;MT
1;Industrial;59,68;MG
1;Industrial;59,71;RS
2;Industrial;5,98;MT
1;Industrial;5,98;SP
1;Industrial;59,80;BA
3;Industrial;59,80;RS
2;Industrial;59,84;MG
1;Industrial;59,84;RS
1;Industrial;59,84;SC
1;Industrial;59,84;SP
1;Industrial;59,89;RS
2;Industrial;5,99;BA
1;Industrial;5,99;GO
1;Industrial;5,99;MS
1;Industrial;5,99;SC
1;Industrial;59,92;PB
1;Industrial;59,92;SP
1;Industrial;59,94;GO
1;Industrial;59,94;PA
2;Industrial;59,95;RS
1;Industrial;59,95;SP
1;Industrial;59,95;TO
1;Industrial;59,99;MS
4;Industrial;,60;PR
1;Industrial;,60;SP
4;Industrial;6,00;AL
30;Industrial;6,00;BA
24;Industrial;6,00;CE
1;Industrial;6,00;DF
42;Industrial;6,00;ES
9;Industrial;6,00;GO
2;Industrial;6,00;MA
81;Industrial;6,00;MG
90;Industrial;6,00;MS
192;Industrial;6,00;MT
4;Industrial;6,00;PA
17;Industrial;6,00;PB
8;Industrial;6,00;PE
4;Industrial;6,00;PI
314;Industrial;6,00;PR
14;Industrial;6,00;RJ
85;Industrial;6,00;RS
54;Industrial;6,00;SC
2;Industrial;6,00;SE
118;Industrial;6,00;SP
6;Industrial;6,00;TO
11;Industrial;60,00;AL
3;Industrial;60,00;AM
41;Industrial;60,00;BA
54;Industrial;60,00;CE
3;Industrial;60,00;DF
17;Industrial;60,00;ES
22;Industrial;60,00;GO
11;Industrial;60,00;MA
149;Industrial;60,00;MG
24;Industrial;60,00;MS
63;Industrial;60,00;MT
11;Industrial;60,00;PA
31;Industrial;60,00;PB
10;Industrial;60,00;PE
10;Industrial;60,00;PI
160;Industrial;60,00;PR
18;Industrial;60,00;RJ
12;Industrial;60,00;RN
8;Industrial;60,00;RO
183;Industrial;60,00;RS
142;Industrial;60,00;SC
4;Industrial;60,00;SE
205;Industrial;60,00;SP
9;Industrial;60,00;TO
1;Industrial;600,00;CE
1;Industrial;600,00;MS
1;Industrial;600,00;MT
2;Industrial;600,00;PI
1;Industrial;600,00;RJ
2;Industrial;600,00;RO
2;Industrial;600,00;RS
1;Industrial;600,00;SC
1;Industrial;600,00;SP
1;Industrial;60,01;MS
1;Industrial;60,06;GO
1;Industrial;60,06;SC
1;Industrial;60,08;PR
1;Industrial;60,12;MS
1;Industrial;60,18;SC
1;Industrial;6,02;MS
1;Industrial;6,02;PE
1;Industrial;602,14;MS
1;Industrial;6,03;ES
1;Industrial;6,03;MG
1;Industrial;6,03;PR
2;Industrial;6,03;RS
1;Industrial;60,30;PB
1;Industrial;60,30;PI
1;Industrial;603,60;MS
1;Industrial;60,48;PR
1;Industrial;60,48;TO
2;Industrial;6,05;MS
1;Industrial;6,05;MT
4;Industrial;6,05;PR
1;Industrial;60,50;MG
1;Industrial;60,50;PR
1;Industrial;60,52;PA
1;Industrial;60,69;SP
1;Industrial;60,72;CE
1;Industrial;60,77;GO
1;Industrial;6,10;SP
1;Industrial;61,00;CE
1;Industrial;61,00;GO
1;Industrial;61,00;MG
1;Industrial;61,05;MS
1;Industrial;61,05;PR
1;Industrial;61,05;RS
1;Industrial;61,05;SP
1;Industrial;6,11;MT
1;Industrial;6,12;CE
1;Industrial;6,12;MG
2;Industrial;6,12;MT
1;Industrial;6,12;PR
1;Industrial;6,12;RS
1;Industrial;61,20;MT
1;Industrial;61,20;SC
1;Industrial;61,20;SP
1;Industrial;6,15;MS
2;Industrial;61,56;RS
1;Industrial;6,16;MT
1;Industrial;61,60;CE
1;Industrial;61,60;RS
1;Industrial;61,60;SP
1;Industrial;61,63;MS
1;Industrial;61,71;MT
1;Industrial;61,71;RS
1;Industrial;,62;SC
1;Industrial;6,20;MT
1;Industrial;62,00;BA
1;Industrial;62,00;CE
1;Industrial;62,00;ES
3;Industrial;62,00;MG
1;Industrial;62,00;MT
1;Industrial;62,00;PA
1;Industrial;62,00;PE
1;Industrial;62,00;RJ
1;Industrial;62,00;RS
2;Industrial;62,00;SC
1;Industrial;62,00;SP
1;Industrial;62,06;MS
1;Industrial;6,22;SP
1;Industrial;62,20;SC
1;Industrial;62,25;SE
2;Industrial;6,23;PR
1;Industrial;6,24;ES
1;Industrial;6,24;GO
1;Industrial;6,24;MT
1;Industrial;6,24;RS
1;Industrial;62,40;PR
1;Industrial;62,40;RS
1;Industrial;62,50;CE
1;Industrial;62,50;MT
1;Industrial;62,50;SP
1;Industrial;6,27;MT
1;Industrial;6,27;PR
1;Industrial;6,27;SC
2;Industrial;62,70;SC
1;Industrial;62,73;RS
1;Industrial;6,30;ES
2;Industrial;6,30;PR
1;Industrial;6,30;RS
2;Industrial;6,30;SP
1;Industrial;63,00;AM
1;Industrial;63,00;GO
2;Industrial;63,00;MG
1;Industrial;63,00;MT
1;Industrial;63,00;RJ
1;Industrial;63,00;RS
2;Industrial;63,00;SC
1;Industrial;63,05;RS
1;Industrial;63,20;MS
1;Industrial;63,22;PR
1;Industrial;63,30;MT
2;Industrial;6,36;MG
1;Industrial;6,36;MS
1;Industrial;63,64;RS
1;Industrial;6,37;MG
1;Industrial;6,37;MT
1;Industrial;63,75;GO
1;Industrial;63,84;AL
1;Industrial;639,36;MS
1;Industrial;6,40;CE
1;Industrial;6,40;MS
2;Industrial;6,40;MT
2;Industrial;6,40;PR
1;Industrial;6,40;SC
2;Industrial;6,40;SP
1;Industrial;64,00;BA
3;Industrial;64,00;MG
1;Industrial;64,00;MT
1;Industrial;64,00;PI
1;Industrial;64,00;RS
3;Industrial;64,00;SP
1;Industrial;64,05;SP
2;Industrial;6,42;PR
1;Industrial;64,26;RS
1;Industrial;64,32;RO
1;Industrial;64,38;SC
1;Industrial;64,38;TO
1;Industrial;6,44;MS
1;Industrial;64,40;MT
1;Industrial;64,50;RJ
1;Industrial;64,50;SP
1;Industrial;64,61;RS
1;Industrial;6,48;ES
1;Industrial;6,48;MG
85;Industrial;6,48;MS
1;Industrial;6,48;MT
3;Industrial;6,48;PR
2;Industrial;6,48;RS
1;Industrial;6,48;SP
1;Industrial;64,80;SC
1;Industrial;6,49;BA
1;Industrial;64,97;RS
1;Industrial;64,97;SC
1;Industrial;64,99;RS
1;Industrial;6,50;AM
1;Industrial;6,50;CE
2;Industrial;6,50;ES
2;Industrial;6,50;GO
3;Industrial;6,50;MG
5;Industrial;6,50;MT
3;Industrial;6,50;PR
3;Industrial;6,50;RS
2;Industrial;6,50;SC
4;Industrial;6,50;SP
2;Industrial;65,00;CE
3;Industrial;65,00;MG
1;Industrial;65,00;MT
1;Industrial;65,00;PA
2;Industrial;65,00;PR
1;Industrial;65,00;RN
5;Industrial;65,00;RS
2;Industrial;65,00;SC
9;Industrial;65,00;SP
1;Industrial;650,00;RO
1;Industrial;6,51;ES
1;Industrial;6,51;PR
1;Industrial;65,12;RS
1;Industrial;65,28;MS
2;Industrial;6,54;MG
1;Industrial;6,54;MT
5;Industrial;6,54;PR
1;Industrial;6,54;RS
3;Industrial;6,54;SP
1;Industrial;65,40;MG
1;Industrial;65,47;SP
1;Industrial;65,55;RS
1;Industrial;6,56;PR
1;Industrial;65,61;BA
1;Industrial;65,65;RS
1;Industrial;6,57;RS
1;Industrial;6,57;SP
1;Industrial;65,80;PR
1;Industrial;658,00;SC
1;Industrial;,66;SP
1;Industrial;6,60;BA
1;Industrial;6,60;ES
3;Industrial;6,60;GO
2;Industrial;6,60;MG
4;Industrial;6,60;MS
5;Industrial;6,60;MT
16;Industrial;6,60;PR
1;Industrial;6,60;RJ
1;Industrial;6,60;RO
3;Industrial;6,60;RS
3;Industrial;6,60;SC
3;Industrial;6,60;SP
2;Industrial;66,00;BA
2;Industrial;66,00;CE
2;Industrial;66,00;ES
3;Industrial;66,00;GO
7;Industrial;66,00;MG
1;Industrial;66,00;MS
4;Industrial;66,00;MT
1;Industrial;66,00;PB
3;Industrial;66,00;PE
10;Industrial;66,00;PR
1;Industrial;66,00;RJ
1;Industrial;66,00;RN
19;Industrial;66,00;RS
3;Industrial;66,00;SC
4;Industrial;66,00;SE
10;Industrial;66,00;SP
2;Industrial;660,00;GO
1;Industrial;660,00;RS
1;Industrial;660,00;SE
1;Industrial;66,01;PR
1;Industrial;6,61;MS
1;Industrial;66,15;RS
1;Industrial;66,24;PI
1;Industrial;66,24;SP
1;Industrial;6,63;MS
1;Industrial;6,63;MT
1;Industrial;6,63;SC
1;Industrial;66,30;SP
1;Industrial;6,64;PR
1;Industrial;66,43;SP
1;Industrial;6,65;MS
1;Industrial;66,50;MA
1;Industrial;66,50;RS
1;Industrial;6,66;MG
1;Industrial;6,66;PR
2;Industrial;66,60;MG
1;Industrial;66,60;MS
2;Industrial;6,67;MG
1;Industrial;6,67;PR
1;Industrial;66,70;MT
1;Industrial;6,68;PR
2;Industrial;6,70;BA
1;Industrial;6,70;ES
3;Industrial;6,70;MG
1;Industrial;6,70;MS
3;Industrial;6,70;MT
2;Industrial;6,70;RS
1;Industrial;6,70;SC
1;Industrial;67,00;GO
1;Industrial;67,00;MG
1;Industrial;67,00;PI
1;Industrial;67,00;RN
3;Industrial;67,00;RS
4;Industrial;67,00;SP
2;Industrial;6,72;PR
1;Industrial;6,72;SC
1;Industrial;67,20;RS
1;Industrial;67,23;PE
1;Industrial;6,74;RS
1;Industrial;67,45;SC
1;Industrial;67,47;MS
1;Industrial;6,75;MG
1;Industrial;6,75;MS
1;Industrial;6,75;PA
1;Industrial;6,75;PR
2;Industrial;6,75;SP
1;Industrial;67,50;ES
1;Industrial;67,50;RS
4;Industrial;67,50;SP
1;Industrial;67,50;TO
1;Industrial;67,58;PR
1;Industrial;67,60;PI
1;Industrial;67,60;RS
1;Industrial;67,60;SP
1;Industrial;6,78;MS
1;Industrial;6,79;MS
1;Industrial;6,80;ES
1;Industrial;6,80;MG
1;Industrial;6,80;MS
2;Industrial;6,80;MT
1;Industrial;6,80;PR
2;Industrial;6,80;SP
1;Industrial;68,00;BA
2;Industrial;68,00;MG
2;Industrial;68,00;SP
1;Industrial;68,04;RS
1;Industrial;68,16;MG
1;Industrial;6,82;MG
1;Industrial;6,82;MS
2;Industrial;6,82;PR
1;Industrial;68,30;MT
1;Industrial;68,30;PR
1;Industrial;68,30;SE
1;Industrial;68,34;PB
1;Industrial;68,34;RS
1;Industrial;68,34;SC
1;Industrial;6,84;ES
1;Industrial;6,84;MT
1;Industrial;68,40;SP
1;Industrial;6,85;MT
1;Industrial;68,50;SC
1;Industrial;68,64;MG
1;Industrial;68,64;PB
1;Industrial;68,64;RS
1;Industrial;68,67;SE
1;Industrial;68,76;MS
1;Industrial;68,80;MG
1;Industrial;6,89;BA
1;Industrial;6,89;MT
1;Industrial;68,90;MG
1;Industrial;6,90;MG
1;Industrial;6,90;MS
1;Industrial;6,90;MT
1;Industrial;6,90;PR
1;Industrial;6,90;RS
1;Industrial;6,90;SC
1;Industrial;6,90;SP
1;Industrial;69,00;AL
1;Industrial;69,00;BA
2;Industrial;69,00;MG
2;Industrial;69,00;MT
2;Industrial;69,00;RS
2;Industrial;69,00;SC
2;Industrial;69,00;SP
1;Industrial;690,00;MT
1;Industrial;69,01;SE
1;Industrial;69,12;SC
1;Industrial;69,22;BA
1;Industrial;69,25;BA
1;Industrial;6,93;SC
1;Industrial;69,30;PE
1;Industrial;69,36;PB
1;Industrial;69,36;RS
1;Industrial;6,94;TO
1;Industrial;69,42;RS
1;Industrial;69,43;MS
1;Industrial;69,58;RS
1;Industrial;69,58;SP
1;Industrial;69,60;ES
1;Industrial;6,97;GO
1;Industrial;6,97;MS
1;Industrial;69,76;AM
1;Industrial;69,80;RS
1;Industrial;69,81;AM
1;Industrial;69,92;SP
1;Industrial;69,96;RS
2;Industrial;7,00;BA
2;Industrial;7,00;CE
4;Industrial;7,00;ES
1;Industrial;7,00;GO
15;Industrial;7,00;MG
4;Industrial;7,00;MS
33;Industrial;7,00;MT
1;Industrial;7,00;PB
1;Industrial;7,00;PE
1;Industrial;7,00;PI
34;Industrial;7,00;PR
3;Industrial;7,00;RJ
16;Industrial;7,00;RS
13;Industrial;7,00;SC
27;Industrial;7,00;SP
3;Industrial;70,00;AL
1;Industrial;70,00;AM
2;Industrial;70,00;BA
6;Industrial;70,00;CE
4;Industrial;70,00;ES
1;Industrial;70,00;GO
2;Industrial;70,00;MA
20;Industrial;70,00;MG
3;Industrial;70,00;MS
14;Industrial;70,00;MT
1;Industrial;70,00;PA
7;Industrial;70,00;PB
1;Industrial;70,00;PI
10;Industrial;70,00;PR
1;Industrial;70,00;RJ
3;Industrial;70,00;RN
4;Industrial;70,00;RO
1;Industrial;70,00;RR
19;Industrial;70,00;RS
15;Industrial;70,00;SC
56;Industrial;70,00;SP
1;Industrial;700,00;CE
1;Industrial;700,00;MT
1;Industrial;700,00;SE
1;Industrial;70,02;MG
1;Industrial;70,05;SC
1;Industrial;70,07;RN
1;Industrial;7,02;PI
1;Industrial;7,02;PR
1;Industrial;70,20;RS
1;Industrial;7,04;GO
2;Industrial;7,04;PR
1;Industrial;7,04;SC
1;Industrial;7,04;SP
1;Industrial;70,40;MG
1;Industrial;70,40;SC
1;Industrial;70,49;SP
1;Industrial;7,05;CE
2;Industrial;7,05;MT
1;Industrial;7,05;RJ
1;Industrial;7,05;SP
2;Industrial;70,50;RS
1;Industrial;70,52;PR
1;Industrial;7,07;SP
1;Industrial;70,74;RS
1;Industrial;70,75;PI
5;Industrial;7,08;PR
1;Industrial;70,81;RS
1;Industrial;70,82;ES
1;Industrial;70,85;BA
1;Industrial;70,85;PR
1;Industrial;70,89;SP
2;Industrial;7,09;MT
1;Industrial;70,95;RS
1;Industrial;7,10;CE
1;Industrial;7,10;SP
